rut_cliente;nombre_cliente;monto;banco_destino;cuenta_destino;referencia_banco
23868750-0;VALENTINA HERNANDEZ MORALES;766984.06;BCI;502842522128;REF-2026-000538
16139152-2;TOMAS VALDES VALDES;997233.91;BANCO FALABELLA;497996064114;REF-2026-000539
8825989-0;PEDRO SILVA PEREZ;720877.45;SCOTIABANK;574582963489;REF-2026-000540
17545678-3;PEDRO SOTO DIAZ;1037684.17;BANCO SECURITY;280632270419;REF-2026-000541
25496784-K;VALENTINA CONTRERAS MUNOZ;1955804.50;BCI;909201097093;REF-2026-000542
11394762-4;JAVIERA MUNOZ FUENTES;102518.81;BANCO ESTADO;983568881751;REF-2026-000543
20116425-7;CATALINA ESPINOZA ARAYA;287352.63;BANCO CHILE;810731749158;REF-2026-000544
6629792-6;TOMAS FUENTES ESPINOZA;1017781.65;BANCO SANTANDER;639626494246;REF-2026-000545
10826736-4;FRANCISCA MUNOZ LOPEZ;1383923.76;BANCO FALABELLA;969532778071;REF-2026-000546
17907136-3;SEBASTIAN VALDES SILVA;578772.50;BANCO FALABELLA;327290777107;REF-2026-000547
20194980-7;FRANCISCA ROJAS FUENTES;1268585.89;SCOTIABANK;773420123097;REF-2026-000548
23381318-4;JAVIERA FLORES CONTRERAS;426294.26;SCOTIABANK;381906095118;REF-2026-000549
9451724-9;DIEGO ARAYA FLORES;1461077.81;BANCO FALABELLA;128604993334;REF-2026-000550
16819139-1;TOMAS TORRES ESPINOZA;1201715.85;BANCO SECURITY;824234607258;REF-2026-000551
22914805-2;MATIAS FUENTES PEREZ;1101244.13;BANCO CHILE;161549615498;REF-2026-000552
6780565-8;JUAN CONTRERAS MARTINEZ;1578252.20;SCOTIABANK;278813046063;REF-2026-000553
9913321-K;JUAN SEPULVEDA CONTRERAS;1585401.69;BANCO CHILE;895893726897;REF-2026-000554
20186551-4;PEDRO VALDES FLORES;1818704.28;BANCO SECURITY;560366213273;REF-2026-000555
14651551-7;JUAN LOPEZ LOPEZ;878602.87;BANCO FALABELLA;610738610812;REF-2026-000556
6805302-1;MARIA MARTINEZ CONTRERAS;1306412.99;ITAU;249377887798;REF-2026-000557
17339344-K;ISIDORA FLORES VALDES;417025.99;BCI;491889755438;REF-2026-000558
10953425-0;CAMILA DIAZ DIAZ;1546573.65;BANCO ESTADO;045569727036;REF-2026-000559
19378336-8;ANTONIA FLORES MARTINEZ;277769.20;SCOTIABANK;361801498535;REF-2026-000560
20647483-1;FRANCISCA SOTO ROJAS;1952474.41;BANCO CHILE;677995794833;REF-2026-000561
15105078-6;NICOLAS ESPINOZA FLORES;755959.09;BANCO FALABELLA;243774723210;REF-2026-000562
11169623-3;FERNANDA GONZALEZ ARAYA;339224.53;BANCO SECURITY;383646992483;REF-2026-000563
12422175-7;VALENTINA MORALES MORALES;761647.37;BCI;829715263798;REF-2026-000564
25746054-1;FERNANDA TORRES FLORES;1732399.96;BANCO CHILE;735932134638;REF-2026-000565
16610078-K;CATALINA SILVA VALDES;1931459.79;BCI;048068103454;REF-2026-000566
15768859-6;CONSTANZA MUNOZ LOPEZ;543109.69;SCOTIABANK;905163062531;REF-2026-000567
17581504-K;FERNANDA ARAYA HERNANDEZ;1025903.05;SCOTIABANK;717822661265;REF-2026-000568
15747912-1;FERNANDA GONZALEZ MUNOZ;1.2.3;BANCO SANTANDER;592731897295;REF-2026-000569
22891418-5;MARIA GONZALEZ CONTRERAS;1410794.80;BCI;756334212417;REF-2026-000570
19234107-8;PEDRO CONTRERAS FLORES;1743011.89;BANCO SECURITY;901425123880;REF-2026-000571
7419962-3;FRANCISCA PEREZ HERNANDEZ;1508381.42;BANCO CHILE;078685310744;REF-2026-000572
6820934-K;DIEGO MARTINEZ FLORES;152727.73;BCI;288380499077;REF-2026-000573
18677886-3;CONSTANZA HERNANDEZ LOPEZ;913119.40;BANCO CHILE;741407272692;REF-2026-000574
8969682-8;TOMAS PEREZ VALDES;137618.96;BANCO CHILE;936018168609;REF-2026-000575
7435697-4;CRISTOBAL ARAYA MUNOZ;612831.87;SCOTIABANK;098094460985;REF-2026-000576
14446157-6;CATALINA LOPEZ LOPEZ;1729115.84;BANCO CHILE;174834453435;REF-2026-000577
22900207-4;FELIPE ROJAS LOPEZ;1675948.69;SCOTIABANK;700908447204;REF-2026-000578
9834372-5;MATIAS RODRIGUEZ PEREZ;1165824.71;BANCO SANTANDER;044478963936;REF-2026-000579
5168773-6;ISIDORA VALDES LOPEZ;1131489.70;BANCO ESTADO;229941905237;REF-2026-000580
16537746-K;VALENTINA FUENTES ARAYA;303750.20;BANCO SANTANDER;676258142590;REF-2026-000581
13480606-0;VALENTINA MUNOZ DIAZ;1412142.72;BANCO CHILE;829290403261;REF-2026-000582
23416387-6;CATALINA FLORES GONZALEZ;614542.85;BANCO ESTADO;109450877531;REF-2026-000583
11624235-4;ISIDORA TORRES MORALES;753973.16;BCI;310667335572;REF-2026-000584
11492734-1;JAVIERA TORRES HERNANDEZ;693591.78;SCOTIABANK;643928507086;REF-2026-000077
10113526-8;ISIDORA ESPINOZA RODRIGUEZ;1698869.40;BANCO SECURITY;006019268492;REF-2026-000586
15509744-2;FELIPE SILVA FUENTES;585239.46;BANCO SANTANDER;807077658983;REF-2026-000587
16125406-1;NICOLAS HERNANDEZ HERNANDEZ;757335.99;SCOTIABANK;608681914907;REF-2026-000588
8651817-1;DIEGO VALDES GONZALEZ;1770367.35;BANCO SANTANDER;593238611178;REF-2026-000589
11591161-9;ANTONIA GONZALEZ GONZALEZ;1875880.02;BANCO CHILE;640145432327;REF-2026-000590
24424687-7;CONSTANZA ESPINOZA CONTRERAS;1905656.04;SCOTIABANK;982586726462;REF-2026-000591
23108559-9;NICOLAS ROJAS RODRIGUEZ;828128.28;SCOTIABANK;508381156553;REF-2026-000592
21814903-0;FERNANDA GONZALEZ LOPEZ;768081.64;BANCO CHILE;265839187492;REF-2026-000593
25603628-2;DIEGO ARAYA ROJAS;940792.20;BANCO SANTANDER;724984652044;REF-2026-000594
9905626-6;NICOLAS RODRIGUEZ SOTO;463896.97;ITAU;070714835019;REF-2026-000595
13870352-5;CRISTOBAL SILVA SOTO;1407125.26;BANCO FALABELLA;518062922738;REF-2026-000596
20255302-8;JUAN SOTO MORALES;221478.90;SCOTIABANK;816334568012;REF-2026-000597
13835421-0;ISIDORA FLORES ESPINOZA;369589.48;BANCO SECURITY;646814032096;REF-2026-000598
7611792-6;FERNANDA MARTINEZ LOPEZ;1907625.28;BANCO SECURITY;900163850247;REF-2026-000599
16577363-2;NICOLAS TORRES VALDES;18836.64;BANCO SANTANDER;183277976971;REF-2026-000600
12717209-9;CAMILA ARAYA MARTINEZ;448583.19;BANCO SANTANDER;396812835904;REF-2026-000601
25200448-3;PEDRO SILVA FUENTES;1706152.42;BANCO ESTADO;741802473168;REF-2026-000602
21066353-3;NICOLAS CONTRERAS ESPINOZA;343157.82;BANCO SECURITY;267384377368;REF-2026-000603
6447683-1;FRANCISCA ESPINOZA ESPINOZA;342912.17;BANCO CHILE;631891172068;REF-2026-000604
9927975-3;JUAN DIAZ MARTINEZ;1939511.23;BANCO SECURITY;703500332998;REF-2026-000605
5624784-K;MATIAS GONZALEZ CONTRERAS;947047.77;ITAU;533006012849;REF-2026-000606
10723271-0;FELIPE FUENTES VALDES;304289.74;BANCO SANTANDER;725231179755;REF-2026-000607
22139768-1;ANTONIA DIAZ MORALES;1939312.58;BANCO ESTADO;414303903106;REF-2026-000608
17933954-4;FRANCISCA MUNOZ PEREZ;429355.66;BANCO SECURITY;167758608650;REF-2026-000609
25317578-8;PEDRO DIAZ TORRES;1895809.78;BANCO CHILE;863763378074;REF-2026-000610
22831830-2;FERNANDA MUNOZ GONZALEZ;1016332.84;BANCO SANTANDER;666298958603;REF-2026-000611
23095434-8;MARIA FUENTES ARAYA;887238.47;BANCO CHILE;583816938001;REF-2026-000612
19393383-1;FELIPE TORRES LOPEZ;740089.75;BANCO ESTADO;148856351106;REF-2026-000613
21010203-5;FELIPE GONZALEZ SEPULVEDA;1259709.69;BANCO SECURITY;208265694161;REF-2026-000281
5183524-7;MARIA ESPINOZA ARAYA;252104.66;BANCO CHILE;;REF-2026-000615
17583914-3;VALENTINA MORALES FUENTES;764734.13;BANCO SANTANDER;715794534661;REF-2026-000616
24641764-4;ANTONIA MARTINEZ FLORES;893272.72;BANCO FALABELLA;304275718221;REF-2026-000617
18336348-4;VALENTINA FUENTES FLORES;1648723.71;ITAU;405494520664;REF-2026-000618
23760075-4;TOMAS TORRES MARTINEZ;648098.73;BANCO FALABELLA;777419253270;REF-2026-000619
18359017-0;FRANCISCA MUNOZ SILVA;941577.89;BANCO SANTANDER;233358927381;REF-2026-000620
22057178-5;CONSTANZA MORALES FLORES;1292704.89;BANCO CHILE;426892126813;REF-2026-000621
5177524-4;CAMILA ROJAS TORRES;1946672.76;BANCO SECURITY;070098038123;REF-2026-000622
13827902-2;FELIPE RODRIGUEZ GONZALEZ;1282226.04;BANCO SECURITY;677030622033;REF-2026-000623
22482045-3;MATIAS VALDES SOTO;1988309.99;BANCO SANTANDER;544915909538;REF-2026-000624
19729457-4;MARIA CONTRERAS ARAYA;604799.24;BANCO CHILE;661497076449;REF-2026-000625
22131143-4;FERNANDA SILVA VALDES;360431.86;BANCO CHILE;264538076597;REF-2026-000626
5009639-4;DIEGO GONZALEZ MARTINEZ;1640092.51;BANCO FALABELLA;;REF-2026-000627
18258802-4;CONSTANZA ESPINOZA CONTRERAS;1090785.01;BANCO ESTADO;103732084792;REF-2026-000628
23441269-8;MATIAS FLORES ESPINOZA;735008.44;SCOTIABANK;667691862699;REF-2026-000629
11527182-2;CATALINA LOPEZ ESPINOZA;14754.33;BANCO SANTANDER;556799411087;REF-2026-000630
8572371-5;TOMAS GONZALEZ ARAYA;622090.43;BANCO ESTADO;567089326453;REF-2026-000631
13646755-7;TOMAS ESPINOZA MARTINEZ;1460825.56;BANCO SECURITY;531699768148;REF-2026-000632
13162895-1;JAVIERA HERNANDEZ HERNANDEZ;1885146.75;BANCO CHILE;127624097694;REF-2026-000633
13650995-0;CAMILA LOPEZ SILVA;1424589.89;BCI;348034050703;REF-2026-000634
18838719-5;CRISTOBAL ARAYA FLORES;25391.89;SCOTIABANK;315598870934;REF-2026-000635
8120878-6;CONSTANZA MORALES GONZALEZ;1167978.22;ITAU;388895129979;REF-2026-000636
12333862-6;ISIDORA MARTINEZ DIAZ;1991250.95;BCI;810597037491;REF-2026-000637
11699697-9;FELIPE SILVA MARTINEZ;438646.29;BCI;275168981724;REF-2026-000638
25756667-6;CRISTOBAL ROJAS MUNOZ;256403.10;ITAU;007931334095;REF-2026-000639
23168850-1;JUAN TORRES RODRIGUEZ;1306634.40;ITAU;988331322182;REF-2026-000640
24277671-2;ANTONIA TORRES DIAZ;1607774.65;SCOTIABANK;243227048003;REF-2026-000641
24349672-1;FRANCISCA SOTO ARAYA;1681190.54;ITAU;597741271854;REF-2026-000642
6092621-2;FERNANDA RODRIGUEZ LOPEZ;1809389.87;BANCO SANTANDER;766021156073;REF-2026-000643
22388079-7;CATALINA MORALES PEREZ;29788.86;BCI;638284790665;REF-2026-000644
8380536-6;JAVIERA RODRIGUEZ VALDES;1812413.33;BANCO SANTANDER;291118870701;REF-2026-000645
12957069-5;ANTONIA TORRES VALDES;724525.46;BANCO SANTANDER;466998668888;REF-2026-000646
12064297-9;SEBASTIAN RODRIGUEZ RODRIGUEZ;1796651.51;SCOTIABANK;200504361911;REF-2026-000647
24173328-9;FRANCISCA ESPINOZA SILVA;1712481.12;SCOTIABANK;262151567625;REF-2026-000648
23634119-4;SEBASTIAN LOPEZ CONTRERAS;310856.94;BANCO SANTANDER;887794726782;REF-2026-000649
5326897-8;DIEGO FUENTES TORRES;287007.80;BANCO FALABELLA;536948923988;REF-2026-000650
15067476-K;ANTONIA FLORES ESPINOZA;105053.50;BANCO ESTADO;180059519490;REF-2026-000651
7014486-7;VALENTINA MARTINEZ TORRES;1764451.80;BANCO ESTADO;818975897966;REF-2026-000652
16229210-2;ANTONIA RODRIGUEZ RODRIGUEZ;1180139.71;SCOTIABANK;023952907724;REF-2026-000653
18816403-K;PEDRO RODRIGUEZ VALDES;422245.73;BANCO SANTANDER;859904867471;REF-2026-000654
14549884-8;CRISTOBAL MORALES ARAYA;1027348.99;ITAU;090720288214;REF-2026-000655
17786620-2;JORGE SEPULVEDA HERNANDEZ;1329796.18;BANCO SANTANDER;888514535920;REF-2026-000656
16320873-3;SEBASTIAN VALDES ESPINOZA;853869.09;BANCO ESTADO;375357937267;REF-2026-000657
12657723-0;JAVIERA MORALES SEPULVEDA;1494887.34;BANCO SECURITY;977122577892;REF-2026-000658
19928312-K;CRISTOBAL ESPINOZA ARAYA;949323.52;BANCO SANTANDER;938092655725;REF-2026-000659
5775144-4;FRANCISCA SILVA MARTINEZ;1977240.95;BANCO ESTADO;182293024100;REF-2026-000660
18322639-8;PEDRO MUNOZ GONZALEZ;1969598.60;BANCO CHILE;847221793732;REF-2026-000661
18321529-9;FERNANDA GONZALEZ MUNOZ;555402.79;BANCO SANTANDER;718621652546;REF-2026-000662
18081068-4;MATIAS SILVA SILVA;1551845.36;ITAU;141129667547;REF-2026-000663
9404928-8;FERNANDA DIAZ PEREZ;78725.84;BANCO FALABELLA;951584501424;REF-2026-000664
20977101-8;TOMAS MARTINEZ FLORES;937907.17;BANCO SANTANDER;656372628498;REF-2026-000665
20319055-7;ISIDORA FUENTES ARAYA;1346729.81;SCOTIABANK;382860917279;REF-2026-000666
21161548-6;TOMAS SILVA GONZALEZ;931648.39;BANCO FALABELLA;286238243418;REF-2026-000667
10225013-3;MATIAS PEREZ PEREZ;1102473.97;BANCO SANTANDER;316009587088;REF-2026-000668
20743670-4;TOMAS PEREZ TORRES;1990913.96;ITAU;010876751971;REF-2026-000669
19443012-4;MATIAS VALDES SILVA;1675942.00;BANCO FALABELLA;452781472264;REF-2026-000670
23809083-0;SEBASTIAN LOPEZ SILVA;347400.91;BANCO SECURITY;416874926672;REF-2026-000671
12401853-6;ANTONIA GONZALEZ FUENTES;1316397.30;SCOTIABANK;715187248898;REF-2026-000672
22849087-3;ANTONIA FUENTES CONTRERAS;1794881.08;BANCO SANTANDER;319414375678;REF-2026-000673
8702944-1;CATALINA VALDES HERNANDEZ;575706.89;ITAU;353993867801;REF-2026-000674
5650801-5;FRANCISCA SOTO FLORES;51411.23;BANCO ESTADO;294269448840;REF-2026-000675
9195619-5;;1504874.56;BANCO CHILE;100784161301;REF-2026-000676
10056105-0;MARIA TORRES CONTRERAS;722043.53;SCOTIABANK;880547993013;REF-2026-000677
21723386-0;CRISTOBAL HERNANDEZ SOTO;697581.10;BANCO SANTANDER;293298458992;REF-2026-000678
18167489-K;CAMILA FLORES TORRES;385850.24;SCOTIABANK;421121892833;REF-2026-000679
5423305-1;PEDRO SILVA LOPEZ;1622376.56;BCI;215892290422;REF-2026-000680
20463044-5;PEDRO ARAYA CONTRERAS;996587.49;SCOTIABANK;357208332147;REF-2026-000681
10322116-1;JUAN FLORES ARAYA;261149.32;ITAU;330159937069;REF-2026-000682
11668058-0;CRISTOBAL SOTO CONTRERAS;241828.30;BANCO SECURITY;015278676704;REF-2026-000683
10615681-6;ANTONIA ESPINOZA MUNOZ;835070.31;BANCO CHILE;048110787312;REF-2026-000684
24497709-K;NICOLAS VALDES ROJAS;783879.98;BANCO ESTADO;173866945815;REF-2026-000685
21774505-5;CAMILA VALDES MORALES;1957131.97;BANCO CHILE;392098756160;REF-2026-000686
10164645-9;TOMAS MUNOZ ROJAS;1028080.29;BANCO FALABELLA;615101621106;REF-2026-000687
16654049-6;CATALINA CONTRERAS PEREZ;1450461.48;BANCO FALABELLA;150140158778;REF-2026-000688
13411969-1;JUAN TORRES HERNANDEZ;1177359.37;ITAU;624585338913;REF-2026-000689
11262153-9;TOMAS RODRIGUEZ MORALES;1540959.59;SCOTIABANK;915259645977;REF-2026-000690
25088365-K;TOMAS DIAZ GONZALEZ;1118875.19;ITAU;899918069255;REF-2026-000691
13836535-2;TOMAS RODRIGUEZ HERNANDEZ;6509.99;BANCO SECURITY;206014498924;REF-2026-000692
5628134-7;JORGE RODRIGUEZ VALDES;505771.41;BANCO ESTADO;900962965481;REF-2026-000693
18002035-7;VALENTINA ARAYA TORRES;1610860.70;BANCO SANTANDER;312870628829;REF-2026-000694
15824661-9;SEBASTIAN MORALES MUNOZ;206864.66;BANCO ESTADO;916016055940;REF-2026-000695
9354501-K;DIEGO SOTO CONTRERAS;229510.62;BCI;035783881794;REF-2026-000696
24159989-2;CONSTANZA TORRES ARAYA;1313560.89;SCOTIABANK;400642779688;REF-2026-000697
12406227-6;JORGE GONZALEZ PEREZ;1955793.26;ITAU;979945039787;REF-2026-000698
7682905-5;CATALINA SOTO RODRIGUEZ;1175252.95;BANCO SECURITY;408257502832;REF-2026-000699
6956224-8;JORGE MARTINEZ ARAYA;90255.93;BANCO ESTADO;335296445181;REF-2026-000700
7615077-K;VALENTINA ARAYA MUNOZ;217284.92;BCI;424190261839;REF-2026-000701
11357236-1;VALENTINA ARAYA SILVA;1200434.80;BANCO SANTANDER;823737164107;REF-2026-000702
23728124-1;SEBASTIAN MUNOZ ESPINOZA;58045030.00;ITAU;734161871368;REF-2026-000703
19330258-0;PEDRO DIAZ DIAZ;1158361.51;BANCO FALABELLA;175622769790;REF-2026-000704
22914727-7;JORGE HERNANDEZ RODRIGUEZ;1897648.40;BANCO FALABELLA;412650513492;REF-2026-000705
18835944-2;SEBASTIAN MORALES VALDES;509831.72;BCI;844424473649;REF-2026-000706
23462947-6;ANTONIA RODRIGUEZ HERNANDEZ;943475.50;BANCO CHILE;038479230166;REF-2026-000707
14545637-1;JORGE PEREZ ARAYA;288295.38;BANCO CHILE;233881230114;REF-2026-000708
15566447-9;MARIA MARTINEZ FLORES;1077214.71;BANCO SANTANDER;040059665795;REF-2026-000709
20447447-8;CRISTOBAL ROJAS ROJAS;560720.46;BCI;281173576486;REF-2026-000710
15076477-7;CAMILA ESPINOZA LOPEZ;1198415.27;BANCO ESTADO;360590040277;REF-2026-000711
21191126-3;DIEGO TORRES ESPINOZA;1723648.12;SCOTIABANK;804319394118;REF-2026-000712
24336872-3;CONSTANZA GONZALEZ SOTO;1938304.98;BANCO FALABELLA;968861990446;REF-2026-000713
19572837-2;SEBASTIAN MUNOZ SILVA;1572995.83;BANCO CHILE;858421016279;REF-2026-000714
17834132-4;JUAN SEPULVEDA ARAYA;91365.40;BANCO SANTANDER;552159545038;REF-2026-000715
12408723-6;FRANCISCA SOTO LOPEZ;939524.96;BANCO ESTADO;474400253072;REF-2026-000716
14723504-6;CONSTANZA ROJAS ROJAS;709995.10;ITAU;819498104890;REF-2026-000717
6654605-5;TOMAS LOPEZ MARTINEZ;183423.51;BANCO SECURITY;768827732339;REF-2026-000718
9374664-3;FRANCISCA TORRES FLORES;420463.62;BANCO SECURITY;630866610913;REF-2026-000719
11580000-0;TOMAS VALDES ARAYA;521414.31;BANCO ESTADO;852547090082;REF-2026-000720
19430611-3;JAVIERA ESPINOZA GONZALEZ;240992.85;BANCO SECURITY;402251051563;REF-2026-000721
16687272-3;VALENTINA MORALES RODRIGUEZ;1250450.83;BANCO CHILE;339313205080;REF-2026-000722
10679264-K;CRISTOBAL VALDES HERNANDEZ;1311907.18;ITAU;257917092107;REF-2026-000723
11700323-K;CRISTOBAL ROJAS GONZALEZ;240660.94;BANCO CHILE;955117007905;REF-2026-000724
14653109-0;JAVIERA MUNOZ SEPULVEDA;948847.60;BANCO CHILE;230058666352;REF-2026-000725
23052467-K;VALENTINA CONTRERAS FLORES;1102368.96;SCOTIABANK;531638055684;REF-2026-000726
25905820-1;FRANCISCA PEREZ LOPEZ;1227649.84;BANCO CHILE;186780770380;REF-2026-000727
7016958-4;MATIAS CONTRERAS VALDES;573918.06;ITAU;074050239069;REF-2026-000728
18040767-7;ANTONIA RODRIGUEZ MUNOZ;12560650.00;SCOTIABANK;975388108371;REF-2026-000729
17969567-7;FELIPE LOPEZ ARAYA;1493325.12;BANCO FALABELLA;952269380504;REF-2026-000730
25035566-1;TOMAS GONZALEZ DIAZ;422071.64;ITAU;025534868377;REF-2026-000731
6333869-9;FELIPE ARAYA SEPULVEDA;704546.62;BANCO SECURITY;175995825659;REF-2026-000732
5616469-3;CRISTOBAL RODRIGUEZ RODRIGUEZ;1316204.38;BCI;554958816607;REF-2026-000733
14256938-8;JUAN MARTINEZ LOPEZ;1872308.03;SCOTIABANK;165177627574;REF-2026-000734
16468440-7;CONSTANZA ROJAS GONZALEZ;1535689.48;BCI;264785438092;REF-2026-000735
24223285-2;FRANCISCA FUENTES SEPULVEDA;1912853.77;BANCO FALABELLA;595634653810;REF-2026-000736
9421539-0;VALENTINA ROJAS ESPINOZA;1140301.87;BCI;155028641175;REF-2026-000737
15368265-8;FERNANDA ROJAS FUENTES;1911315.98;BANCO SANTANDER;349571161610;REF-2026-000738
7275461-1;TOMAS FLORES MUNOZ;391159.40;BANCO SANTANDER;034187553897;REF-2026-000739
15693376-7;SEBASTIAN FUENTES SEPULVEDA;934047.95;SCOTIABANK;856351142474;REF-2026-000740
11306005-0;PEDRO ROJAS DIAZ;59941.97;SCOTIABANK;626371309480;REF-2026-000741
25547459-6;FELIPE VALDES SILVA;489258.87;BANCO CHILE;088442361629;REF-2026-000742
20992116-2;FRANCISCA ARAYA VALDES;988068.91;BANCO FALABELLA;938093043478;REF-2026-000743
21490177-3;NICOLAS ROJAS DIAZ;410295.28;BANCO CHILE;840273499780;REF-2026-000422
5503794-9;ANTONIA FUENTES SILVA;1561855.85;BCI;227592925057;REF-2026-000745
7219166-8;DIEGO HERNANDEZ VALDES;1032484.88;BANCO FALABELLA;507233943489;REF-2026-000746
13280691-8;SEBASTIAN LOPEZ SOTO;1279921.94;BANCO SECURITY;347690623051;REF-2026-000747
18225503-3;JORGE ESPINOZA VALDES;1129407.67;BANCO CHILE;119200287829;REF-2026-000748
20153503-4;CATALINA SOTO SILVA;1092798.68;BANCO SECURITY;812679372078;REF-2026-000749
6317065-8;TOMAS LOPEZ ARAYA;1609656.80;BANCO CHILE;319642980922;REF-2026-000750
19748980-4;CONSTANZA SEPULVEDA SEPULVEDA;972515.21;BANCO SECURITY;672279421259;REF-2026-000751
6830282-K;FERNANDA ROJAS HERNANDEZ;1745412.82;ITAU;791662422778;REF-2026-000752
21799287-7;PEDRO DIAZ ESPINOZA;1971798.89;BANCO SANTANDER;453659774783;REF-2026-000753
15853547-5;CATALINA PEREZ DIAZ;956437.75;BCI;503006723057;REF-2026-000754
8025927-1;ANTONIA MORALES DIAZ;1511540.93;BANCO ESTADO;125945714979;REF-2026-000755
20079308-0;CRISTOBAL GONZALEZ ARAYA;1488271.49;BANCO SANTANDER;603921833768;REF-2026-000756
17771052-0;JUAN DIAZ MORALES;1190921.84;BANCO SANTANDER;955179057407;REF-2026-000757
9852218-2;DIEGO SOTO FUENTES;651053.39;ITAU;689435070318;REF-2026-000758
11063152-9;PEDRO ROJAS CONTRERAS;12409.79;SCOTIABANK;503563605582;REF-2026-000759
21697611-8;NICOLAS FLORES PEREZ;1280034.63;BCI;646176560476;REF-2026-000760
20962245-9;CATALINA FUENTES HERNANDEZ;171524.76;BANCO CHILE;968418676649;REF-2026-000761
23365736-0;ANTONIA VALDES FLORES;1724919.26;BANCO CHILE;160707671662;REF-2026-000762
6847639-9;CRISTOBAL SOTO ROJAS;1795609.04;SCOTIABANK;052916287739;REF-2026-000763
8653663-3;SEBASTIAN DIAZ DIAZ;1414475.36;BANCO SANTANDER;503366404312;REF-2026-000764
24426885-4;CRISTOBAL SOTO GONZALEZ;50170626.00;BANCO FALABELLA;986130504385;REF-2026-000765
17715094-0;CAMILA FUENTES FLORES;141159.37;ITAU;134721855946;REF-2026-000766
14207958-5;JAVIERA ARAYA FUENTES;1105262.26;BCI;063758292977;REF-2026-000767
8667574-9;ISIDORA ARAYA GONZALEZ;1019314.92;SCOTIABANK;668554112139;REF-2026-000768
13712745-8;FERNANDA ESPINOZA VALDES;747084.16;ITAU;802096036467;REF-2026-000347
21701420-8;DIEGO VALDES SILVA;1491014.37;BCI;129855808866;REF-2026-000770
5804863-1;CATALINA MUNOZ CONTRERAS;1681807.78;BANCO SECURITY;050022933417;REF-2026-000771
16200209-0;CRISTOBAL FLORES CONTRERAS;28692.81;BCI;313201246039;REF-2026-000772
13536835-0;CAMILA SEPULVEDA SEPULVEDA;1067605.70;BANCO FALABELLA;008589347259;REF-2026-000773
8819727-5;JAVIERA MORALES LOPEZ;1524169.72;BANCO CHILE;193552157511;REF-2026-000774
11510082-3;JAVIERA MORALES TORRES;1926333.60;BANCO CHILE;149801943248;REF-2026-000775
21156308-7;FRANCISCA HERNANDEZ FLORES;1883898.42;ITAU;897720404830;REF-2026-000776
18889959-5;JUAN ARAYA SEPULVEDA;1189770.92;BANCO FALABELLA;591794987489;REF-2026-000777
5628086-3;VALENTINA ESPINOZA MORALES;1681747.45;BANCO ESTADO;168373214626;REF-2026-000778
14410676-8;MARIA MORALES LOPEZ;1318888.68;BANCO SANTANDER;669172278344;REF-2026-000779
18071675-0;DIEGO VALDES MUNOZ;1818184.96;SCOTIABANK;944626933019;REF-2026-000780
15552848-6;JUAN MARTINEZ FUENTES;187028.63;BCI;496517178346;REF-2026-000781
15154534-3;VALENTINA ARAYA SEPULVEDA;372028.14;BANCO FALABELLA;043026014401;REF-2026-000782
11781297-9;CAMILA HERNANDEZ ARAYA;57292.61;BANCO SANTANDER;375479107707;REF-2026-000783
21222626-2;FERNANDA SEPULVEDA MORALES;305511.98;BANCO ESTADO;571964464815;REF-2026-000784
9453248-5;VALENTINA SOTO HERNANDEZ;817831.91;BANCO ESTADO;340320068159;REF-2026-000785
6477400-K;JORGE GONZALEZ MORALES;984109.05;BANCO ESTADO;845049454251;REF-2026-000786
15485115-1;MARIA ESPINOZA SEPULVEDA;1344767.26;BANCO FALABELLA;212314776871;REF-2026-000787
14615605-3;ANTONIA FLORES MORALES;1625652.56;BANCO ESTADO;;REF-2026-000788
14148757-4;FRANCISCA DIAZ MARTINEZ;245040.01;BANCO ESTADO;594592729922;REF-2026-000789
16754726-5;TOMAS MORALES MARTINEZ;301866.90;SCOTIABANK;269753639827;REF-2026-000790
10747034-4;CAMILA SEPULVEDA VALDES;1876169.43;ITAU;142951788064;REF-2026-000791
5972833-4;;992204.86;BANCO CHILE;422361747651;REF-2026-000792
6805224-6;CAMILA FUENTES LOPEZ;380354.90;ITAU;394489078147;REF-2026-000793
15483768-K;JAVIERA CONTRERAS FLORES;169722.96;ITAU;145172557248;REF-2026-000794
8117749-K;CATALINA MUNOZ HERNANDEZ;655938.87;ITAU;256424049607;REF-2026-000795
12509295-0;FRANCISCA VALDES MARTINEZ;1919409.46;BANCO SECURITY;770586641435;REF-2026-000796
16083966-K;JAVIERA HERNANDEZ TORRES;68468.08;ITAU;383736935583;REF-2026-000797
21060898-2;CATALINA DIAZ SEPULVEDA;1615490.44;BANCO SANTANDER;114850776898;REF-2026-000798
18612562-2;PEDRO MORALES FLORES;1366998.09;SCOTIABANK;510094265711;REF-2026-000799
18449169-9;ISIDORA FUENTES SILVA;1307068.31;BANCO SANTANDER;533463810554;REF-2026-000800
17878743-8;CAMILA MORALES CONTRERAS;1711904.88;BANCO SECURITY;625640087867;REF-2026-000801
16482354-7;TOMAS SILVA DIAZ;1394598.85;BANCO ESTADO;631122850313;REF-2026-000802
21328603-K;PEDRO ESPINOZA VALDES;975789.41;BANCO ESTADO;489861866578;REF-2026-000803
10911418-9;MATIAS LOPEZ GONZALEZ;1259640.13;BANCO SECURITY;543572086987;REF-2026-000804
